Row.names,Gene.stable.ID,Crab.eating.macaque.gene.stable.ID,Mouse.gene.stable.ID,Rat.gene.stable.ID,Dog.gene.stable.ID,Skin,Heart,Brain,Muscle,Spleen,Adipose,Thyroid,Colon,Lung,Liver,Pituitary,Adrenal,Human expression breadth,Chicken expression breadth,Brain expression constraint percentile,Heart expression constraint percentile,Liver expression constraint percentile,Lung expression constraint percentile,Muscle expression constraint percentile,Mean mammalian phyloP score
JPH1,ENSG00000104369,ENSMFAG00000000513,ENSMUSG00000042686,ENSRNOG00000006110,ENSCAFG00000008170,0,0,-6,0,0,0,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.95083
JPH2,ENSG00000149596,ENSMFAG00000002372,ENSMUSG00000017817,ENSRNOG00000008170,ENSCAFG00000025116,-6,0,0,6,-8,11,11,-8,0,0,0,13,0.20524529,0.270611411,0.391012743,NA,NA,0.589984537,0.31706716,3.39582
JPH3,ENSG00000154118,ENSMFAG00000042205,ENSMUSG00000025318,ENSRNOG00000018784,ENSCAFG00000019906,0,0,0,0,0,0,0,0,0,0,11,0,NA,NA,NA,NA,NA,NA,NA,3.98576
JRKL,ENSG00000183340,ENSMFAG00000030353,ENSMUSG00000079083,ENSRNOG00000047133,ENSCAFG00000004081,-1,0,0,-13,0,-13,0,-11,0,0,0,0,0.681554267,NA,0.699418735,0.949462837,0.750185087,NA,NA,NA
JUNB,ENSG00000171223,ENSMFAG00000007511,ENSMUSG00000052837,ENSRNOG00000042838,ENSCAFG00000028848,0,0,0,0,0,0,0,0,0,0,-8,0,0.343400699,NA,NA,NA,NA,NA,NA,2.75261
JUND,ENSG00000130522,ENSMFAG00000040737,ENSMUSG00000071076,ENSRNOG00000019568,ENSCAFG00000023338,-8,0,1,0,0,11,11,-8,11,0,11,0,0.454681505,NA,0.83623966,NA,NA,0.963244915,0.681330869,2.33923
JUP,ENSG00000173801,ENSMFAG00000034238,ENSMUSG00000001552,ENSRNOG00000015380,ENSCAFG00000015912,-4,0,0,-11,0,11,-11,0,11,11,0,0,0.14111702,0.29211368,0.449586407,0.984981364,0.76404019,0.551207327,0.848305607,3.54606
KALRN,ENSG00000160145,ENSMFAG00000043685,ENSMUSG00000061751,ENSRNOG00000001706,ENSCAFG00000012281,0,0,0,6,-6,11,9,10,0,0,0,-6,0.297064857,0.496458359,NA,NA,NA,NA,NA,4.81896
KANK1,ENSG00000107104,ENSMFAG00000036947,ENSMUSG00000032702,ENSRNOG00000016023,ENSCAFG00000001974,-9,-11,-9,-11,-11,8,-9,0,0,10,-11,-8,0.563907349,0.510376152,0.654929577,0.710370533,0.942781597,NA,0.805298829,3.18837
KANK2,ENSG00000197256,ENSMFAG00000040368,ENSMUSG00000032194,ENSRNOG00000010643,ENSCAFG00000017366,-1,6,0,-1,11,-8,0,11,0,-9,11,1,0.444131214,NA,0.420411357,0.412409559,0.691909043,0.710955156,0.648552064,NA
KANK3,ENSG00000186994,ENSMFAG00000032783,ENSMUSG00000042099,ENSRNOG00000007230,ENSCAFG00000029570,-4,11,11,0,0,11,-11,-11,11,11,11,11,0.311508555,0.174878676,0.527498323,0.426770445,0.562771021,0.473890805,0.321133703,1.59442
KANK4,ENSG00000132854,ENSMFAG00000032159,ENSMUSG00000035407,ENSRNOG00000007779,ENSCAFG00000018806,0,0,0,0,0,0,0,0,0,0,0,8,0.311625733,0.368250828,0.31701319,0.582438062,0.227181386,0.378613061,0.685890327,1.65823
KANSL1,ENSG00000120071,ENSMFAG00000030723,ENSMUSG00000018412,ENSRNOG00000053680,ENSCAFG00000013708,0,0,0,0,0,0,0,0,0,0,0,1,0.58978874,0.453776274,0.966577241,0.994957246,0.994182972,0.993814678,0.981392483,3.52711
KANSL1L,ENSG00000144445,ENSMFAG00000031878,ENSMUSG00000026004,ENSRNOG00000028149,ENSCAFG00000013836,-11,0,0,0,-1,0,-11,0,11,-10,0,0,0.516680841,0.460146369,NA,0.60677483,0.745637229,NA,NA,2.40818
KANSL3,ENSG00000114982,ENSMFAG00000036793,ENSMUSG00000010453,ENSRNOG00000015417,ENSCAFG00000002425,0,0,0,0,0,0,0,0,0,8,0,0,0.700815124,0.507477885,0.755533199,NA,NA,0.878315689,0.66112138,NA
KAT2A,ENSG00000108773,ENSMFAG00000040507,ENSMUSG00000020918,ENSRNOG00000018364,ENSCAFG00000015692,0,0,0,0,0,0,0,0,0,0,0,0,0.570156455,0.471574629,0.514084507,0.56040342,0.436911687,0.461401213,0.580406654,4.72997
KAT2B,ENSG00000114166,ENSMFAG00000035980,ENSMUSG00000000708,ENSRNOG00000011871,ENSCAFG00000005810,0,6,-11,6,8,1,-11,0,0,9,0,9,0.643667573,0.376839191,NA,NA,NA,NA,NA,4.912
KAT5,ENSG00000172977,ENSMFAG00000001136,ENSMUSG00000024926,ENSRNOG00000061012,ENSCAFG00000013299,0,0,0,-6,0,0,0,0,0,0,0,0,0.633881442,NA,0.937849318,0.832931375,0.982125859,0.894135839,0.675415896,4.60135
KAT6A,ENSG00000083168,ENSMFAG00000040843,ENSMUSG00000031540,ENSRNOG00000025174,ENSCAFG00000005632,0,0,-7,4,0,11,11,11,0,11,0,0,0.530570048,0.409117374,0.860831657,0.958452094,0.974087784,NA,NA,4.0116
KAT6B,ENSG00000156650,ENSMFAG00000032437,ENSMUSG00000021767,ENSRNOG00000012850,ENSCAFG00000015357,8,0,0,0,0,0,9,0,0,0,0,0,0.704465496,0.426265721,0.927900738,0.90659943,0.933791645,0.887355775,0.979790511,4.23825
KAT7,ENSG00000136504,ENSMFAG00000036338,ENSMUSG00000038909,ENSRNOG00000022664,ENSCAFG00000016955,0,0,0,0,0,0,0,0,0,0,-6,0,0.688736528,0.267964653,0.834786497,0.759372945,0.910735061,0.8577376,0.787923598,5.28631
KAT8,ENSG00000103510,ENSMFAG00000030391,ENSMUSG00000030801,ENSRNOG00000019585,ENSCAFG00000016838,0,0,0,0,0,0,0,0,0,0,0,0,0.573874118,NA,NA,0.632098224,0.680803808,0.776614726,0.617005545,4.26506
KATNA1,ENSG00000186625,ENSMFAG00000044145,ENSMUSG00000019794,ENSRNOG00000014996,ENSCAFG00000000385,0,0,0,0,0,0,0,0,0,0,0,0,0.718568913,0.484676902,NA,NA,NA,NA,NA,4.56964
KATNAL2,ENSG00000167216,ENSMFAG00000029779,ENSMUSG00000025420,ENSRNOG00000017788,ENSCAFG00000017583,0,0,0,0,0,8,0,0,0,0,0,0,0.250795432,NA,0.24625531,0.162135497,0.078265468,0.540620911,0.203943315,NA
KATNB1,ENSG00000140854,ENSMFAG00000043372,ENSMUSG00000031787,ENSRNOG00000014626,ENSCAFG00000029365,-8,0,7,0,0,-11,0,-8,-13,0,0,0,0.374072642,NA,0.577129443,0.748081561,0.840507668,0.765314619,0.948736907,4.14505
KATNBL1,ENSG00000134152,ENSMFAG00000038142,ENSMUSG00000027132,ENSRNOG00000005814,ENSCAFG00000007971,4,0,-7,0,0,11,0,11,10,0,-11,0,0.5820732,0.331547244,NA,NA,NA,NA,NA,3.48548
KAZALD1,ENSG00000107821,ENSMFAG00000045425,ENSMUSG00000025213,ENSRNOG00000016058,ENSCAFG00000029130,12,0,0,0,11,6,2,10,0,0,1,8,0.160177025,0.123846338,0.323608317,0.320872616,0.215864622,0.296181753,NA,3.00705
KAZN,ENSG00000189337,ENSMFAG00000033310,ENSMUSG00000040606,ENSRNOG00000014322,ENSCAFG00000016338,0,0,11,0,0,9,-11,0,6,0,1,0,0.188486086,0.429802499,0.638162307,0.351458014,0.448863035,0.623290115,0.467529267,4.25921
KBTBD12,ENSG00000187715,ENSMFAG00000007505,ENSMUSG00000033182,ENSRNOG00000061868,ENSCAFG00000004105,0,0,0,13,0,0,12,-10,0,0,11,0,0.178556697,0.212675388,0.157388777,0.326901995,0.087043892,0.110146307,0.629081947,3.86621
KBTBD2,ENSG00000170852,ENSMFAG00000045193,ENSMUSG00000059486,ENSRNOG00000013809,ENSCAFG00000003147,8,0,-13,4,0,11,11,-11,11,9,-10,0,0.640248858,NA,0.821484462,0.981473361,0.989740878,0.829546806,0.879975354,5.2681
KBTBD3,ENSG00000182359,ENSMFAG00000031041,ENSMUSG00000025893,ENSRNOG00000022252,ENSCAFG00000014788,4,0,-7,0,0,11,-11,0,10,0,-6,-8,0.513538121,0.346125166,0.657053432,0.538588029,0.583077737,0.703342453,0.733210105,NA
KBTBD4,ENSG00000123444,ENSMFAG00000032928,ENSMUSG00000005505,ENSRNOG00000009397,ENSCAFG00000008415,0,0,0,0,0,-6,0,0,0,0,0,0,0.694202261,0.320077654,0.665884194,0.480486735,0.607297726,0.36362555,0.529882933,NA
KBTBD8,ENSG00000163376,ENSMFAG00000003507,ENSMUSG00000030031,ENSRNOG00000013390,ENSCAFG00000006668,-11,0,-11,0,-1,-6,0,0,0,-10,-12,-6,0.21977338,0.307792715,0.349429913,0.450887963,0.560549974,0.665754728,0.536660505,NA
KCMF1,ENSG00000176407,ENSMFAG00000044887,ENSMUSG00000055239,ENSRNOG00000015097,ENSCAFG00000007871,0,0,0,0,0,-6,9,0,0,0,-10,-8,0.469835176,NA,NA,NA,NA,NA,NA,5.46552
KCNA1,ENSG00000111262,ENSMFAG00000027484,ENSMUSG00000047976,ENSRNOG00000019750,ENSCAFG00000015289,0,0,0,0,0,0,0,0,0,0,0,0,0.091458327,0.152215298,0.764587525,0.114887086,0.303966155,0.115974783,0.155144794,2.02679
KCNA2,ENSG00000177301,ENSMFAG00000000561,ENSMUSG00000040724,ENSRNOG00000018285,ENSCAFG00000019777,0,0,0,0,0,0,0,0,0,0,-11,0,0.103673619,0.164619374,0.381175945,0.239366367,0.284928609,0.122635899,0.157732594,4.59733
KCNA3,ENSG00000177272,ENSMFAG00000007623,ENSMUSG00000047959,ENSRNOG00000062002,ENSCAFG00000023296,0,0,0,0,0,0,0,0,0,0,0,0,0.258165941,NA,0.409009613,0.286340715,0.106610259,NA,NA,3.86763
KCNA5,ENSG00000130037,ENSMFAG00000027824,ENSMUSG00000045534,ENSRNOG00000019719,ENSCAFG00000015281,0,11,0,0,0,8,0,0,0,0,11,0,0.200949137,NA,0.378604963,0.399364175,0.238921206,0.257582967,0.520271103,2.42016
KCNA6,ENSG00000151079,ENSMFAG00000010746,ENSMUSG00000038077,ENSRNOG00000052486,ENSCAFG00000030448,0,0,0,0,0,0,-4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1.45136
KCNA7,ENSG00000104848,ENSMFAG00000000156,ENSMUSG00000038201,ENSRNOG00000020779,ENSCAFG00000003836,0,0,0,6,0,0,0,0,0,0,0,0,0.101738924,NA,0.118824055,0.07290068,0.151877314,0.088259784,NA,3.54048
KCNAB1,ENSG00000169282,ENSMFAG00000032077,ENSMUSG00000027827,ENSRNOG00000056697,ENSCAFG00000008838,-11,0,0,0,0,-13,11,0,0,0,10,-9,0.294682821,0.115370869,0.698748044,0.645143609,0.225277631,0.314142976,0.48207024,4.27042
KCNAB2,ENSG00000069424,ENSMFAG00000035522,ENSMUSG00000028931,ENSRNOG00000011550,ENSCAFG00000019524,0,0,0,0,11,11,0,11,-11,0,1,11,0.198725768,NA,NA,0.34729226,0.413432047,0.906149637,0.619346888,5.10583
KCNAB3,ENSG00000170049,ENSMFAG00000040577,ENSMUSG00000018470,ENSRNOG00000008480,ENSCAFG00000016888,0,0,6,0,0,0,-11,0,-11,0,0,8,0.260900001,NA,0.65571205,NA,0.305023797,0.281788985,0.240049291,3.87722
KCNB1,ENSG00000158445,ENSMFAG00000003724,ENSMUSG00000050556,ENSRNOG00000046949,ENSCAFG00000011366,-6,0,-6,0,0,0,0,0,0,0,11,0,0.183578346,0.164391131,0.817907445,NA,0.090957166,NA,0.21922366,4.37966
KCNC1,ENSG00000129159,ENSMFAG00000002367,ENSMUSG00000058975,ENSRNOG00000055401,ENSCAFG00000009072,0,0,0,0,0,0,9,0,0,0,0,0,0.100740713,0.167812342,0.847082495,0.2666082,0.246959281,0.33436422,0.052618608,5.70574
KCNC2,ENSG00000166006,ENSMFAG00000032844,ENSMUSG00000035681,ENSRNOG00000004077,ENSCAFG00000000479,0,0,0,0,0,0,0,0,0,0,0,0,0.108643123,0.122152404,0.933042701,0.249397062,0.333368588,0.208516712,NA,4.40835
KCNC4,ENSG00000116396,ENSMFAG00000002458,ENSMUSG00000027895,ENSRNOG00000060988,ENSCAFG00000019790,0,0,0,11,0,0,-11,0,0,0,8,11,0.292683979,0.126164699,0.92432372,0.306840605,0.17831835,0.313548234,0.251879236,NA
KCND1,ENSG00000102057,ENSMFAG00000032065,ENSMUSG00000009731,ENSRNOG00000039544,ENSCAFG00000015697,-4,0,0,-1,11,11,-11,0,-11,-11,11,0,0.463182338,NA,0.503577018,0.267704451,0.357377049,0.141905555,0.276401725,3.77367
KCND3,ENSG00000171385,ENSMFAG00000002047,ENSMUSG00000040896,ENSRNOG00000014686,ENSCAFG00000013665,13,0,0,0,-11,11,0,-10,9,0,11,-11,NA,NA,NA,NA,NA,NA,NA,5.07411
KCNE3,ENSG00000175538,ENSMFAG00000028410,ENSMUSG00000035165,ENSRNOG00000017054,ENSCAFG00000005490,-8,0,0,0,-11,0,0,0,-12,0,0,-1,0.376191774,0.156175258,0.278113123,0.124205218,NA,NA,NA,1.95925
KCNE4,ENSG00000152049,ENSMFAG00000003011,ENSMUSG00000047330,ENSRNOG00000048478,ENSCAFG00000023427,-13,0,0,-11,11,11,11,0,11,-8,12,8,0.456498132,NA,0.309859155,NA,0.050237969,0.123468538,NA,2.70389
KCNF1,ENSG00000162975,ENSMFAG00000041973,ENSMUSG00000051726,ENSRNOG00000024310,ENSCAFG00000003483,0,0,1,0,0,0,0,0,0,0,1,0,0.08610801,0.248712652,0.629778672,0.061499671,0.411845584,0.092422981,NA,3.7112
KCNG1,ENSG00000026559,ENSMFAG00000045539,ENSMUSG00000074575,ENSRNOG00000054314,ENSCAFG00000011572,0,0,6,0,13,0,0,0,0,0,0,0,0.148598887,0.204473259,0.437178627,0.023569393,0.050872554,0.124776972,0.215896488,4.57555
KCNG3,ENSG00000171126,ENSMFAG00000042398,ENSMUSG00000045053,ENSRNOG00000004535,ENSCAFG00000006520,0,0,0,0,0,0,0,0,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,4.30045
KCNH1,ENSG00000143473,ENSMFAG00000000121,ENSMUSG00000058248,ENSRNOG00000003841,ENSCAFG00000012077,0,0,0,0,0,0,0,0,0,0,0,0,0.12520039,0.138531391,NA,NA,NA,NA,NA,4.78241
KCNH2,ENSG00000055118,ENSMFAG00000036134,ENSMUSG00000038319,ENSRNOG00000009872,ENSCAFG00000025442,-8,0,0,0,11,11,11,11,0,0,0,-11,0.168110806,NA,0.933266264,0.954834466,0.621047065,0.503865826,0.136414048,3.46963
KCNH3,ENSG00000135519,ENSMFAG00000045110,ENSMUSG00000037579,ENSRNOG00000057315,ENSCAFG00000008571,0,0,0,0,0,0,0,0,0,0,0,8,0.111556165,NA,NA,0.016882263,NA,0.237896991,NA,3.0708
KCNH4,ENSG00000089558,ENSMFAG00000003215,ENSMUSG00000035355,ENSRNOG00000018790,ENSCAFG00000015621,0,0,0,0,0,0,0,0,0,0,-11,0,0.134359887,0.207972933,0.605857366,0.344990134,0.318032787,0.339479006,NA,3.53724
KCNH5,ENSG00000140015,ENSMFAG00000037862,ENSMUSG00000034402,ENSRNOG00000009542,ENSCAFG00000032548,0,0,-1,0,0,0,0,0,0,0,0,0,0.135754181,0.217998386,0.737089202,0.404297303,0.51708091,0.248721304,NA,5.49207
KCNH6,ENSG00000173826,ENSMFAG00000000684,ENSMUSG00000001901,ENSRNOG00000008078,ENSCAFG00000012987,0,0,0,0,0,0,0,0,0,0,0,0,0.121338613,0.172404093,0.195729935,0.070927428,0.073188789,0.053526823,0.236537277,3.91617
KCNH7,ENSG00000184611,ENSMFAG00000030695,ENSMUSG00000059742,ENSRNOG00000007528,ENSCAFG00000010498,0,0,0,0,0,0,0,0,0,0,0,0,0.205901034,NA,0.28537894,0.327669371,0.280274987,0.216129416,0.129143561,4.61365
KCNH8,ENSG00000183960,ENSMFAG00000035903,ENSMUSG00000035580,ENSRNOG00000058626,ENSCAFG00000005826,0,0,0,0,0,0,0,0,0,0,-1,0,0.123782202,0.131383943,0.205454952,0.479609735,0.537810682,0.363863447,0.608502773,4.14145
KCNIP1,ENSG00000182132,ENSMFAG00000036449,ENSMUSG00000053519,ENSRNOG00000005365,ENSCAFG00000016951,0,0,7,0,0,0,6,0,0,0,-8,-1,0.107926175,0.235083582,0.722334004,0.192994957,0.293918562,0.151480909,NA,4.79225
KCNIP3,ENSG00000115041,ENSMFAG00000042264,ENSMUSG00000079056,ENSRNOG00000014152,ENSCAFG00000006920,-9,0,11,0,6,4,6,-10,0,0,10,12,0.203722163,NA,0.592667114,0.118833589,0.025806452,0.40002379,0.210597659,4.50312
KCNIP4,ENSG00000185774,ENSMFAG00000042661,ENSMUSG00000029088,ENSRNOG00000032350,ENSCAFG00000016537,0,0,0,0,0,0,0,0,0,0,0,0,0.123116065,NA,0.420076012,0.171344004,0.24949762,0.099619365,0.203696858,5.01065
KCNJ11,ENSG00000187486,ENSMFAG00000010384,ENSMUSG00000096146,ENSRNOG00000021128,ENSCAFG00000008730,0,0,0,-11,0,0,0,0,0,0,0,0,0.140627281,0.226356017,0.789179522,NA,0.045478583,NA,0.636229205,4.53585
KCNJ15,ENSG00000157551,ENSMFAG00000018546,ENSMUSG00000062609,ENSRNOG00000001656,ENSCAFG00000009817,0,0,0,0,0,8,0,0,0,0,0,0,0.160186571,0.250609097,0.213056114,0.24632756,0.232046536,0.487094088,0.402772643,2.05419
KCNJ16,ENSG00000153822,ENSMFAG00000037585,ENSMUSG00000051497,ENSRNOG00000004713,ENSCAFG00000010741,0,0,0,0,0,0,0,0,0,0,0,0,0.092710873,0.125288671,0.190140845,NA,0.090428345,0.078862852,0.086136784,1.03703
KCNJ2,ENSG00000123700,ENSMFAG00000010019,ENSMUSG00000041695,ENSRNOG00000004720,ENSCAFG00000010736,-9,0,-13,10,0,11,9,-11,0,0,1,0,0.26470739,0.298996384,0.831433043,0.64042973,0.345954521,NA,0.852618608,2.47106
KCNJ3,ENSG00000162989,ENSMFAG00000043008,ENSMUSG00000026824,ENSRNOG00000005369,ENSCAFG00000009183,0,0,0,0,0,0,0,0,0,0,-11,0,0.172864331,0.123994483,0.875251509,0.096689323,0.09539926,0.124420126,0.07245841,5.44158
KCNJ4,ENSG00000168135,ENSMFAG00000003224,ENSMUSG00000044216,ENSRNOG00000013869,ENSCAFG00000001407,0,0,1,0,0,0,0,0,0,0,2,0,0.098740561,0.122321345,0.716968478,NA,0.042834479,0.045557274,NA,4.5127
KCNJ5,ENSG00000120457,ENSMFAG00000041999,ENSMUSG00000032034,ENSRNOG00000033796,ENSCAFG00000010255,0,0,0,0,0,0,0,0,0,0,0,0,0.134472492,0.230836731,0.30270512,0.242600307,0.025383395,NA,0.288046827,4.44038
KCNJ6,ENSG00000157542,ENSMFAG00000040836,ENSMUSG00000043301,ENSRNOG00000001658,ENSCAFG00000009812,0,0,-9,0,0,0,0,0,0,0,-11,0,0.192700815,0.117707018,0.476190476,0.270006578,0.529666843,0.266325681,0.308133087,5.26386
KCNJ8,ENSG00000121361,ENSMFAG00000034423,ENSMUSG00000030247,ENSRNOG00000013463,ENSCAFG00000031280,-13,0,-7,-11,11,11,-11,0,11,-8,11,-11,0.357239787,0.241781922,0.410574558,0.40703793,0.329032258,0.532532413,0.606099815,4.78475
KCNJ9,ENSG00000162728,ENSMFAG00000030757,ENSMUSG00000038026,ENSRNOG00000007645,ENSCAFG00000032332,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.94588
KCNK1,ENSG00000135750,ENSMFAG00000041435,ENSMUSG00000033998,ENSRNOG00000019937,ENSCAFG00000011564,0,0,0,0,0,0,0,0,0,0,0,8,0.257543714,0.254345838,0.509389671,0.019074764,0.076679006,0.334958963,NA,4.22047
KCNK10,ENSG00000100433,ENSMFAG00000042642,ENSMUSG00000033854,ENSRNOG00000003813,ENSCAFG00000017343,0,0,0,0,0,0,0,0,0,0,0,0,0.161887997,0.186042689,0.471495641,0.452861215,0.210999471,0.058403711,0.700677757,4.36426
KCNK12,ENSG00000184261,ENSMFAG00000019146,ENSMUSG00000050138,ENSRNOG00000016110,ENSCAFG00000029692,0,0,0,0,0,0,0,0,0,0,-8,0,NA,NA,NA,NA,NA,NA,NA,4.05558
KCNK13,ENSG00000152315,ENSMFAG00000044500,ENSMUSG00000045404,ENSRNOG00000047363,ENSCAFG00000032734,0,0,0,0,0,0,0,0,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.92308
KCNK2,ENSG00000082482,ENSMFAG00000037275,ENSMUSG00000037624,ENSRNOG00000002653,ENSCAFG00000012614,13,0,0,0,0,0,0,0,0,0,-11,-11,0.103335318,0.124425875,0.455175497,0.044288533,0.209518773,0.008802189,NA,NA
KCNK3,ENSG00000171303,ENSMFAG00000031311,ENSMUSG00000049265,ENSRNOG00000009790,ENSCAFG00000023367,0,0,0,0,0,-6,0,-11,9,0,-11,-6,0.106267012,0.176498523,0.517773307,0.053387415,0.199682708,0.431604615,0.023906346,3.90367
KCNK4,ENSG00000182450,ENSMFAG00000002264,ENSMUSG00000024957,ENSRNOG00000021140,ENSCAFG00000014465,0,0,0,0,0,0,0,0,0,0,0,0,0.087748824,NA,0.620165437,0.071365929,0.097091486,0.155584632,0.194701171,2.43966
KCNK5,ENSG00000164626,ENSMFAG00000043138,ENSMUSG00000023243,ENSRNOG00000047005,ENSCAFG00000029359,-8,0,0,0,0,11,13,10,13,-11,0,0,0.356378238,NA,0.273865415,0.268691077,NA,NA,0.057178065,3.56576
KCNK7,ENSG00000173338,ENSMFAG00000000661,ENSMUSG00000024936,ENSRNOG00000020784,ENSCAFG00000013426,13,0,0,0,0,0,0,0,0,0,0,0,0.093329585,NA,NA,NA,NA,NA,NA,1.88227
KCNK9,ENSG00000169427,ENSMFAG00000041517,ENSMUSG00000036760,ENSRNOG00000009265,ENSCAFG00000001180,0,0,0,0,0,0,0,0,0,0,8,-11,0.10751738,NA,NA,0.159942995,0.267900582,0.262638278,0.202957486,NA
KCNMA1,ENSG00000156113,ENSMFAG00000035904,ENSMUSG00000063142,ENSRNOG00000005985,ENSCAFG00000015465,-6,0,0,11,11,-9,11,-10,0,0,12,-11,0.433784022,0.231537032,0.757768835,0.323722868,0.103754627,NA,0.856685151,5.83673
KCNMB1,ENSG00000145936,ENSMFAG00000002422,ENSMUSG00000020155,ENSRNOG00000005465,ENSCAFG00000016956,0,0,0,0,0,-9,0,0,0,0,0,0,0.238510646,0.21832304,0.221327968,0.420302565,NA,0.436422029,0.470240296,2.35331
KCNMB4,ENSG00000135643,ENSMFAG00000044878,ENSMUSG00000054934,ENSRNOG00000054458,ENSCAFG00000032160,0,0,11,0,0,0,0,0,0,0,11,-11,0.182979097,0.184131891,0.574670244,0.380837536,NA,0.344355894,NA,4.32355
KCNN1,ENSG00000105642,ENSMFAG00000040924,ENSMUSG00000002908,ENSRNOG00000029264,ENSCAFG00000015092,0,0,0,0,0,0,0,0,0,0,0,0,0.085482228,NA,0.279342723,0.03990353,0.148175568,0.209587249,NA,3.7082
KCNN3,ENSG00000143603,ENSMFAG00000040110,ENSMUSG00000000794,ENSRNOG00000020706,ENSCAFG00000017167,0,0,-13,-11,0,6,9,11,9,0,11,0,0.408541986,NA,0.785602504,0.551633414,0.271496563,0.465921256,0.178927911,4.08067
KCNN4,ENSG00000104783,ENSMFAG00000038433,ENSMUSG00000054342,ENSRNOG00000019440,ENSCAFG00000004723,-8,0,0,0,0,1,-1,0,0,0,0,0,0.274201831,NA,NA,NA,NA,NA,NA,2.84103
KCNQ1,ENSG00000053918,ENSMFAG00000044043,ENSMUSG00000009545,ENSRNOG00000020532,ENSCAFG00000010231,-1,6,0,0,2,4,6,-8,0,0,0,11,0.127408159,NA,0.287055667,0.707739531,NA,0.694778161,0.321996303,2.83396
KCNQ2,ENSG00000075043,ENSMFAG00000042590,ENSMUSG00000016346,ENSRNOG00000011624,ENSCAFG00000012931,0,0,0,0,0,0,0,0,0,0,0,0,0.156073624,0.119340352,NA,0.040670906,0.091380222,NA,0.118176217,NA
KCNQ3,ENSG00000184156,ENSMFAG00000000975,ENSMUSG00000056258,ENSRNOG00000005206,ENSCAFG00000001105,0,0,0,0,0,0,0,0,0,0,0,0,0.125368717,NA,0.911692376,0.265840824,0.480486515,0.299750208,0.364386938,3.84212
KCNQ4,ENSG00000117013,ENSMFAG00000034264,ENSMUSG00000028631,ENSRNOG00000060435,ENSCAFG00000002814,-9,0,0,-10,0,11,0,-11,11,11,0,8,0.289058636,NA,0.350435949,NA,0.451824432,0.433448317,0.245964264,4.16574
KCNQ5,ENSG00000185760,ENSMFAG00000036978,ENSMUSG00000028033,ENSRNOG00000013781,ENSCAFG00000002645,0,0,-9,0,0,0,0,0,0,0,0,0,0.16079761,NA,0.906215068,0.416027187,0.317292438,0.345307482,0.772273567,4.27292
KCNRG,ENSG00000198553,ENSMFAG00000042387,ENSMUSG00000046168,ENSRNOG00000021831,ENSCAFG00000004305,0,0,0,0,0,0,0,0,0,0,0,0,0.667971908,0.316062431,0.222781131,0.189980267,0.263564252,NA,0.194701171,2.14295
KCNS1,ENSG00000124134,ENSMFAG00000043514,ENSMUSG00000040164,ENSRNOG00000013681,ENSCAFG00000009639,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.31287
KCNS2,ENSG00000156486,ENSMFAG00000030529,ENSMUSG00000050963,ENSRNOG00000011369,ENSCAFG00000000488,0,0,0,0,0,0,0,0,0,0,0,0,0.125789196,NA,0.881623072,0.40659943,0.547858276,0.30355656,0.809796673,1.81736
KCNS3,ENSG00000170745,ENSMFAG00000007411,ENSMUSG00000043673,ENSRNOG00000004899,ENSCAFG00000003752,11,0,13,0,0,13,0,-11,0,0,0,-13,NA,NA,NA,NA,NA,NA,NA,3.71031
KCNT1,ENSG00000107147,ENSMFAG00000043740,ENSMUSG00000058740,ENSRNOG00000017283,ENSCAFG00000019737,0,0,6,0,6,0,0,0,0,0,-1,-11,0.133467253,0.127830321,NA,0.058320544,0.459650978,0.08695135,NA,NA
KCNT2,ENSG00000162687,ENSMFAG00000030817,ENSMUSG00000052726,ENSRNOG00000013312,ENSCAFG00000031664,0,0,-9,0,0,6,-6,0,0,0,-12,11,0.348816435,NA,0.593784932,0.294452971,0.183289265,0.24348757,0.342821935,4.60323
KCNV1,ENSG00000164794,ENSMFAG00000037130,ENSMUSG00000022342,ENSRNOG00000004117,ENSCAFG00000000744,0,0,0,0,0,0,0,0,0,0,0,0,0.11540959,NA,0.44790968,0.39278667,0.522845056,0.680504342,NA,3.90622
KCP,ENSG00000135253,ENSMFAG00000035427,ENSMUSG00000059022,ENSRNOG00000021855,ENSCAFG00000001616,-8,0,0,0,0,0,0,0,0,0,0,0,0.269707106,NA,0.290632685,0.35376014,0.177789529,0.173189009,0.324584104,NA
KCTD1,ENSG00000134504,ENSMFAG00000036987,ENSMUSG00000036225,ENSRNOG00000016467,ENSCAFG00000030205,6,0,0,0,0,6,11,-11,0,0,10,9,0.269434748,0.371886743,0.728817349,0.816158737,NA,0.520637564,0.720579174,4.89778
KCTD10,ENSG00000110906,ENSMFAG00000001368,ENSMUSG00000001098,ENSRNOG00000047896,ENSCAFG00000010892,0,0,0,0,0,0,0,-10,0,0,0,0,0.503659374,0.582361574,0.511401744,0.761894321,0.845267054,NA,NA,5.00386
